,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
45,Hotel Delta am Potsdamer Platz,https://www.booking.com/hotel/de/del-gmbh-delta.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6955301_338459752_2_1_0_574324&highlighted_blocks=6955301_338459752_2_1_0_574324&matching_block_id=6955301_338459752_2_1_0_574324&sr_pri_blocks=6955301_338459752_2_1_0_574324_57370&from_sustainable_property_sr=1&from=searchresults,€,574,1.9,7.2,6108,Yes,No,Habitación Doble,Yes,No,No,No,No,,No
46,The Westin Grand Berlin,https://www.booking.com/hotel/de/westingrand.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6162325_379955610_0_1_0&highlighted_blocks=6162325_379955610_0_1_0&matching_block_id=6162325_379955610_0_1_0&sr_pri_blocks=6162325_379955610_0_1_0__112980&from_sustainable_property_sr=1&from=searchresults,€,1130,0.8,8.7,7422,Yes,Yes,Habitación doble deluxe con cama grande y vistas al jardín,Yes,No,No,No,No,9.7,No
47,"Hotel Luc, Autograph Collection",https://www.booking.com/hotel/de/gendarmenmarkt.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6442644_94283346_0_1_0&highlighted_blocks=6442644_94283346_0_1_0&matching_block_id=6442644_94283346_0_1_0&sr_pri_blocks=6442644_94283346_0_1_0__130463&from_sustainable_property_sr=1&from=searchresults,€,1305,1.0,8.8,727,Yes,Yes,Habitación Luc - 1 cama extragrande,Yes,No,No,No,No,9.6,No
48,Numa Berlin Kudamm,https://www.booking.com/hotel/de/about-berlin-hotel.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6050631_393707904_2_1_0&highlighted_blocks=6050631_393707904_2_1_0&matching_block_id=6050631_393707904_2_1_0&sr_pri_blocks=6050631_393707904_2_1_0__61400&from_sustainable_property_sr=1&from=searchresults,€,614,2.9,8.6,4145,Yes,No,Habitación Mediana con balcón,Yes,No,Yes,Yes,No,9.5,No
49,Hotel Residenz Begaswinkel,https://www.booking.com/hotel/de/begaswinkel.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464444&all_sr_blocks=6095503_363065294_0_1_0&highlighted_blocks=6095503_363065294_0_1_0&matching_block_id=6095503_363065294_0_1_0&sr_pri_blocks=6095503_363065294_0_1_0__57600&from_sustainable_property_sr=1&from=searchresults,€,576,1.9,8.1,1324,Yes,No,Habitación Souterrain,Yes,No,Yes,Yes,No,,No
50,Mercure Hotel MOA Berlin,https://www.booking.com/hotel/de/moa-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=25614711_94368549_2_1_0&highlighted_blocks=25614711_94368549_2_1_0&matching_block_id=25614711_94368549_2_1_0&sr_pri_blocks=25614711_94368549_2_1_0__69255&from_sustainable_property_sr=1&from=searchresults,€,693,2.8,8.4,5290,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,9.0,No
51,Sheraton Berlin Grand Hotel Esplanade,https://www.booking.com/hotel/de/hotelesplanadeberlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6047742_125972231_0_41_0&highlighted_blocks=6047742_125972231_0_41_0&matching_block_id=6047742_125972231_0_41_0&sr_pri_blocks=6047742_125972231_0_41_0__71442&from_sustainable_property_sr=1&from=searchresults,€,714,1.9,7.8,1756,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,,No
52,Courtyard by Marriott Berlin City Center,https://www.booking.com/hotel/de/courtyard-by-marriott-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=7395418_369957873_2_1_0&highlighted_blocks=7395418_369957873_2_1_0&matching_block_id=7395418_369957873_2_1_0&sr_pri_blocks=7395418_369957873_2_1_0__119595&from_sustainable_property_sr=1&from=searchresults,€,1196,1.7,8.8,1876,Yes,Yes,Habitación Doble Deluxe - 2 camas,No,Yes,No,No,No,,No
53,INNSiDE by Meliá Berlin Mitte,https://www.booking.com/hotel/de/innside-by-melia-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=26678120_338449332_2_33_0_501837&highlighted_blocks=26678120_338449332_2_33_0_501837&matching_block_id=26678120_338449332_2_33_0_501837&sr_pri_blocks=26678120_338449332_2_33_0_501837_79800&from_sustainable_property_sr=1&from=searchresults,€,798,1.9,8.4,6349,Yes,Yes,Habitación Innside - Patio interior,No,No,No,No,No,,No
54,Park Plaza Wallstreet Berlin Mitte,https://www.booking.com/hotel/de/wallstreet-park-plaza.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6313423_338447882_0_1_0&highlighted_blocks=6313423_338447882_0_1_0&matching_block_id=6313423_338447882_0_1_0&sr_pri_blocks=6313423_338447882_0_1_0__85470&from_sustainable_property_sr=1&from=searchresults,€,855,2.2,8.3,7030,Yes,No,Habitación Superior - Frente al patio,Yes,No,No,No,No,,No
55,Pullman Berlin Schweizerhof,https://www.booking.com/hotel/de/berlin-schweizerhof.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6141041_94280358_2_1_0&highlighted_blocks=6141041_94280358_2_1_0&matching_block_id=6141041_94280358_2_1_0&sr_pri_blocks=6141041_94280358_2_1_0__80997&from_sustainable_property_sr=1&from=searchresults,€,810,2.5,8.6,5899,Yes,Yes,"Habitación Superior Premium

",No,Yes,No,No,No,,No
56,H+ Hotel Berlin Mitte,https://www.booking.com/hotel/de/h-hotel-berlin-mitte.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6158129_397110700_0_1_0&highlighted_blocks=6158129_397110700_0_1_0&matching_block_id=6158129_397110700_0_1_0&sr_pri_blocks=6158129_397110700_0_1_0__98300&from_sustainable_property_sr=1&from=searchresults,€,983,1.6,8.4,9075,Yes,No,Habitación Doble Business,Yes,No,No,No,No,,No
57,Best Western Hotel am Spittelmarkt,https://www.booking.com/hotel/de/am-spittelmarkt.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=7330711_266171723_2_1_0&highlighted_blocks=7330711_266171723_2_1_0&matching_block_id=7330711_266171723_2_1_0&sr_pri_blocks=7330711_266171723_2_1_0__63210&from_sustainable_property_sr=1&from=searchresults,€,632,2.1,8.1,5375,Yes,Yes,Habitación Doble con 2 camas individuales,No,Yes,Yes,Yes,Yes,,No
58,25hours Hotel Bikini Berlin,https://www.booking.com/hotel/de/25hours-bikini-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=86726912_338449974_2_1_0&highlighted_blocks=86726912_338449974_2_1_0&matching_block_id=86726912_338449974_2_1_0&sr_pri_blocks=86726912_338449974_2_1_0__101059&from_sustainable_property_sr=1&from=searchresults,€,1011,2.9,8.7,2230,Yes,Yes,Habitación mediana Urban - 2 camas,No,Yes,No,No,No,9.5,No
59,Quentin XL Potsdamer Platz,https://www.booking.com/hotel/de/quentin-xl-potsdamer-platz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=399588601_123368060_2_1_0&highlighted_blocks=399588601_123368060_2_1_0&matching_block_id=399588601_123368060_2_1_0&sr_pri_blocks=399588601_123368060_2_1_0__74739&from_sustainable_property_sr=1&from=searchresults,€,747,1.5,7.4,5439,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,,No
60,Casa Camper Berlin,https://www.booking.com/hotel/de/casa-camper-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=18174901_88930451_2_1_0_592873&highlighted_blocks=18174901_88930451_2_1_0_592873&matching_block_id=18174901_88930451_2_1_0_592873&sr_pri_blocks=18174901_88930451_2_1_0_592873_103720&from_sustainable_property_sr=1&from=searchresults,€,1037,2.1,9.0,1361,Yes,No,Habitación Camper,Yes,No,No,No,No,9.7,No
61,Premier Inn Berlin Alexanderplatz,https://www.booking.com/hotel/de/premier-inn-berlin-alexanderplatz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=1020066705_401089807_2_1_0&highlighted_blocks=1020066705_401089807_2_1_0&matching_block_id=1020066705_401089807_2_1_0&sr_pri_blocks=1020066705_401089807_2_1_0__57666&from=searchresults,€,577,2.9,8.2,1552,Yes,No,Habitación Triple Estándar ,Yes,Yes,No,No,No,9.3,No
62,NH Collection Berlin Mitte Friedrichstrasse,https://www.booking.com/hotel/de/jollyvivaldi.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6075952_338443554_0_1_0&highlighted_blocks=6075952_338443554_0_1_0&matching_block_id=6075952_338443554_0_1_0&sr_pri_blocks=6075952_338443554_0_1_0__141645&from_sustainable_property_sr=1&from=searchresults,€,1416,0.9,8.6,8214,Yes,Yes,Suite Junior,No,No,No,No,No,9.5,No
63,Mövenpick Hotel Berlin Am Potsdamer Platz,https://www.booking.com/hotel/de/movenpick-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6331562_93181664_2_41_0&highlighted_blocks=6331562_93181664_2_41_0&matching_block_id=6331562_93181664_2_41_0&sr_pri_blocks=6331562_93181664_2_41_0__97873&from_sustainable_property_sr=1&from=searchresults,€,979,1.4,7.9,4023,Yes,Yes,Habitación Clásica con cama extragrande,Yes,No,No,No,No,,No
64,Classik Hotel Alexander Plaza,https://www.booking.com/hotel/de/alexander-plaza.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6272345_112776004_2_1_0_148088&highlighted_blocks=6272345_112776004_2_1_0_148088&matching_block_id=6272345_112776004_2_1_0_148088&sr_pri_blocks=6272345_112776004_2_1_0_148088_150371&from_sustainable_property_sr=1&from=searchresults,€,1504,2.0,8.6,3621,Yes,No,Suite,Yes,No,No,No,No,9.6,No
65,Novotel Suites Berlin City Potsdamer Platz,https://www.booking.com/hotel/de/suitehotelpotsdamerplatzbln.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6139226_338443665_2_1_0&highlighted_blocks=6139226_338443665_2_1_0&matching_block_id=6139226_338443665_2_1_0&sr_pri_blocks=6139226_338443665_2_1_0__66470&from_sustainable_property_sr=1&from=searchresults,€,665,1.4,8.2,13145,Yes,No,Suite Estándar con sofá cama - 2 camas individuales,No,Yes,No,No,No,,No
66,harry's home Berlin-Moabit hotel & apartments,https://www.booking.com/hotel/de/harry-s-home-berlin.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6004002_91020545_2_1_0&highlighted_blocks=6004002_91020545_2_1_0&matching_block_id=6004002_91020545_2_1_0&sr_pri_blocks=6004002_91020545_2_1_0__75810&from_sustainable_property_sr=1&from=searchresults,€,758,2.6,8.7,1101,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
67,Mercure Hotel Berlin Zentrum Superior,https://www.booking.com/hotel/de/mercure-berlin-an-der-urania.es.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iZXJsaW5IClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AvWQ1rgGwAIB0gIkYzI1YzA5YWUtMDhhMC00OGM1LTliODgtZWE4ZjdkZDM0MTIz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-13&checkout=2024-11-17&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=d4b2a03a1da80078&srepoch=1729464447&all_sr_blocks=6001016_338447090_2_1_0&highlighted_blocks=6001016_338447090_2_1_0&matching_block_id=6001016_338447090_2_1_0&sr_pri_blocks=6001016_338447090_2_1_0__73420&from_sustainable_property_sr=1&from=searchresults,€,734,2.7,7.5,1041,Yes,Yes,Habitación Doble Superior,Yes,No,No,No,No,,No
