,name,url,price_currency,total_price_amount,distance_city_center_km,score,n_comments,close_to_metro,sustainability_cert,room_type,double_bed,single_bed,free_cancellation,breakfast_included,pay_at_hotel,location_score,free_taxi
10,Hôtel Oratio,https://www.booking.com/hotel/fr/hotel-oratio.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5448802_93699960_2_1_0&highlighted_blocks=5448802_93699960_2_1_0&matching_block_id=5448802_93699960_2_1_0&sr_pri_blocks=5448802_93699960_2_1_0__114850&from_sustainable_property_sr=1&from=searchresults,€,1149,0.9,8.8,1650,Yes,No,Habitación Doble Confort,Yes,No,No,No,No,9.5,No
11,Best Western Plus Hotel Sydney Opera,https://www.booking.com/hotel/fr/best-western-sydney-opera-paris1.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=162881708_346755394_2_1_0&highlighted_blocks=162881708_346755394_2_1_0&matching_block_id=162881708_346755394_2_1_0&sr_pri_blocks=162881708_346755394_2_1_0__142200&from=searchresults,€,1422,2.7,9.0,1650,Yes,No,Habitación Superior - 1 cama grande,Yes,No,Yes,Yes,Yes,9.5,No
12,Citadines Austerlitz Paris,https://www.booking.com/hotel/fr/citadines-aparthotel-austerlitz.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=65548_389227220_2_1_0&highlighted_blocks=65548_389227220_2_1_0&matching_block_id=65548_389227220_2_1_0&sr_pri_blocks=65548_389227220_2_1_0__89200&from_sustainable_property_sr=1&from=searchresults,€,892,2.5,8.2,1950,Yes,Yes,Estudio (2 adultos),Yes,Yes,Yes,Yes,No,,No
13,Hotel de L'Esperance,https://www.booking.com/hotel/fr/de-l-39-esperance.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=260922802_104860512_0_1_0&highlighted_blocks=260922802_104860512_0_1_0&matching_block_id=260922802_104860512_0_1_0&sr_pri_blocks=260922802_104860512_0_1_0__111961&from=searchresults,€,1120,2.1,8.5,3310,Yes,No,Habitación Deluxe,Yes,Yes,No,No,No,,No
14,Hôtel WYLD Saint Germain ex Hotel Moderne Saint Germain,https://www.booking.com/hotel/fr/modernestgermain.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5093410_401101631_0_1_0&highlighted_blocks=5093410_401101631_0_1_0&matching_block_id=5093410_401101631_0_1_0&sr_pri_blocks=5093410_401101631_0_1_0__117169&from=searchresults,€,1172,0.9,8.1,2420,Yes,No,Habitación Doble Superior - 2 camas,No,Yes,Yes,Yes,No,9.4,No
15,Hôtel Joe M,https://www.booking.com/hotel/fr/centre.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5004519_94792452_2_1_0&highlighted_blocks=5004519_94792452_2_1_0&matching_block_id=5004519_94792452_2_1_0&sr_pri_blocks=5004519_94792452_2_1_0__118222&from_sustainable_property_sr=1&from=searchresults,€,1182,1.9,8.4,2101,Yes,No,Habitación Doble Confort - 1 o 2 camas,Yes,Yes,No,No,No,9.3,No
16,Hotel Odeon Saint-Germain,https://www.booking.com/hotel/fr/lodeon.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5005605_94271967_0_1_0&highlighted_blocks=5005605_94271967_0_1_0&matching_block_id=5005605_94271967_0_1_0&sr_pri_blocks=5005605_94271967_0_1_0__120515&from_sustainable_property_sr=1&from=searchresults,€,1205,1.2,8.4,71,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,9.8,No
17,Hôtel Hor Europe,https://www.booking.com/hotel/fr/ha-tel-hor.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=41509601_395463888_0_1_0&highlighted_blocks=41509601_395463888_0_1_0&matching_block_id=41509601_395463888_0_1_0&sr_pri_blocks=41509601_395463888_0_1_0__111680&from_sustainable_property_sr=1&from=searchresults,€,1117,2.6,8.7,3717,Yes,No,Habitación Doble Clásica,Yes,No,Yes,Yes,No,,No
18,Hôtel Diva Opera,https://www.booking.com/hotel/fr/gotty-opera.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5782017_356687803_0_1_0&highlighted_blocks=5782017_356687803_0_1_0&matching_block_id=5782017_356687803_0_1_0&sr_pri_blocks=5782017_356687803_0_1_0__126130&from_sustainable_property_sr=1&from=searchresults,€,1261,1.9,8.0,1755,Yes,No,Habitación Superior - 1 cama grande,Yes,No,Yes,Yes,Yes,,No
19,Hotel Magenta 38 by Happyculture,https://www.booking.com/hotel/fr/ha-tel-magenta.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=49578601_88551493_2_1_0&highlighted_blocks=49578601_88551493_2_1_0&matching_block_id=49578601_88551493_2_1_0&sr_pri_blocks=49578601_88551493_2_1_0__97800&from_sustainable_property_sr=1&from=searchresults,€,978,1.8,8.3,2405,Yes,No,Habitación Doble Estándar,Yes,No,No,No,No,,No
20,Hôtel des Ecrivains,https://www.booking.com/hotel/fr/des-arts-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=23858707_377962647_2_1_0&highlighted_blocks=23858707_377962647_2_1_0&matching_block_id=23858707_377962647_2_1_0&sr_pri_blocks=23858707_377962647_2_1_0__85665&from=searchresults,€,857,2.6,8.2,2535,Yes,No,Habitación Doble Clásica,Yes,No,Yes,Yes,No,,No
21,"The Hoxton, Paris",https://www.booking.com/hotel/fr/the-hoxton-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=257353002_377445286_2_1_0&highlighted_blocks=257353002_377445286_2_1_0&matching_block_id=257353002_377445286_2_1_0&sr_pri_blocks=257353002_377445286_2_1_0__203955&from_sustainable_property_sr=1&from=searchresults,€,2040,1.5,8.3,834,Yes,Yes,Habitación Acogedora con vistas al jardín,Yes,No,Yes,Yes,No,,No
22,Hotel Paris Louis Blanc,https://www.booking.com/hotel/fr/paris-louis-blanc.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=105314701_379410975_0_1_0&highlighted_blocks=105314701_379410975_0_1_0&matching_block_id=105314701_379410975_0_1_0&sr_pri_blocks=105314701_379410975_0_1_0__95400&from_sustainable_property_sr=1&from=searchresults,€,954,2.9,8.4,871,Yes,No,Habitación Doble Estándar,Yes,No,Yes,Yes,No,,No
23,Hotel 34B - Astotel,https://www.booking.com/hotel/fr/34b-astotel.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=150136502_359417037_0_1_0&highlighted_blocks=150136502_359417037_0_1_0&matching_block_id=150136502_359417037_0_1_0&sr_pri_blocks=150136502_359417037_0_1_0__117700&from_sustainable_property_sr=1&from=searchresults,€,1177,1.9,8.8,2786,Yes,No,Habitación Doble,Yes,No,Yes,Yes,Yes,9.4,No
24,Maison Axel Opéra Paris,https://www.booking.com/hotel/fr/bestwesternaxelopera.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5049821_374360041_2_1_0_130220&highlighted_blocks=5049821_374360041_2_1_0_130220&matching_block_id=5049821_374360041_2_1_0_130220&sr_pri_blocks=5049821_374360041_2_1_0_130220_123300&from_sustainable_property_sr=1&from=searchresults,€,1233,1.9,8.5,1164,Yes,No,Habitación Doble Clásica - 1 o 2 camas,Yes,Yes,Yes,Yes,Yes,9.4,No
25,Exe Panorama,https://www.booking.com/hotel/fr/hotusapanorama.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464423&all_sr_blocks=5140702_391766543_2_1_0&highlighted_blocks=5140702_391766543_2_1_0&matching_block_id=5140702_391766543_2_1_0&sr_pri_blocks=5140702_391766543_2_1_0__110697&from_sustainable_property_sr=1&from=searchresults,€,1107,2.2,8.3,2000,Yes,Yes,Habitación Doble - 1 o 2 camas,Yes,Yes,Yes,Yes,Yes,,No
26,Hotel des Carmes by Malone,https://www.booking.com/hotel/fr/des-carmes-paris.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=27&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=194615403_389592815_2_1_0&highlighted_blocks=194615403_389592815_2_1_0&matching_block_id=194615403_389592815_2_1_0&sr_pri_blocks=194615403_389592815_2_1_0__145630&from_sustainable_property_sr=1&from=searchresults,€,1456,0.9,8.9,512,Yes,No,Habitación Doble Superior - 1 o 2 camas,No,No,Yes,Yes,No,9.7,No
27,"voco Paris Montparnasse, an IHG Hotel",https://www.booking.com/hotel/fr/holiday-inn-paris-montparnasse-maine.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=28&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=2166312_337602321_2_1_0&highlighted_blocks=2166312_337602321_2_1_0&matching_block_id=2166312_337602321_2_1_0&sr_pri_blocks=2166312_337602321_2_1_0__107430&from_sustainable_property_sr=1&from=searchresults,€,1074,2.9,8.3,3267,Yes,No,Habitación Estándar,Yes,Yes,Yes,Yes,Yes,,No
28,Hotel Aida Opera,https://www.booking.com/hotel/fr/aida-opera.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=29&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=49474908_380143660_0_1_0&highlighted_blocks=49474908_380143660_0_1_0&matching_block_id=49474908_380143660_0_1_0&sr_pri_blocks=49474908_380143660_0_1_0__97325&from_sustainable_property_sr=1&from=searchresults,€,973,2.0,8.2,3862,Yes,No,Habitación Doble Superior - 1 o 2 camas,Yes,Yes,Yes,Yes,No,,No
29,Hôtel Eugénie,https://www.booking.com/hotel/fr/eugenie.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=30&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=27263002_367319999_0_1_0&highlighted_blocks=27263002_367319999_0_1_0&matching_block_id=27263002_367319999_0_1_0&sr_pri_blocks=27263002_367319999_0_1_0__117200&from=searchresults,€,1172,0.8,7.9,2267,Yes,No,Habitación Doble Estándar,Yes,No,Yes,Yes,No,9.6,No
30,Hotel des Grandes Ecoles,https://www.booking.com/hotel/fr/des-grandes-ecoles.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=31&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=277315113_395837475_2_1_0&highlighted_blocks=277315113_395837475_2_1_0&matching_block_id=277315113_395837475_2_1_0&sr_pri_blocks=277315113_395837475_2_1_0__145699&from_sustainable_property_sr=1&from=searchresults,€,1457,1.3,8.8,2102,Yes,No,Habitación Doble con vistas al jardín,Yes,Yes,Yes,Yes,Yes,9.6,No
31,Jack's Hotel,https://www.booking.com/hotel/fr/jack-s.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=32&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=19196602_392111969_0_1_0&highlighted_blocks=19196602_392111969_0_1_0&matching_block_id=19196602_392111969_0_1_0&sr_pri_blocks=19196602_392111969_0_1_0__87800&from=searchresults,€,878,2.7,8.1,1277,Yes,No,Habitación Doble Clásica,Yes,No,Yes,Yes,No,,No
32,Hôtel Saint-Pétersbourg Opéra & Spa,https://www.booking.com/hotel/fr/saintpetersbourg.es.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gKWARoRogBAZgBCrgBF8gBDNgBAegBAfgBA4gCAagCA7gCnpDWuAbAAgHSAiQ5Y2Q0NjNmMS0zNWRkLTQzM2YtYmIzMy05YmFiOWFmODA4NTTYAgXgAgE&ucfs=1&arphpl=1&checkin=2024-11-08&checkout=2024-11-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&nflt=price%3DEUR-1-500-1%3Bclass%3D3%3Bclass%3D4%3Bclass%3D5%3Bmealplan%3D1%3Breview_score%3D70%3Breview_score%3D80%3Breview_score%3D90%3Bdistance%3D3000&srpvid=427da00fc2e40178&srepoch=1729464357&all_sr_blocks=5176502_91902556_2_1_0&highlighted_blocks=5176502_91902556_2_1_0&matching_block_id=5176502_91902556_2_1_0&sr_pri_blocks=5176502_91902556_2_1_0__159336&from_sustainable_property_sr=1&from=searchresults,€,1593,2.4,8.6,5181,Yes,No,Habitación Doble Clásica,Yes,No,No,No,No,9.6,No
